10,60
20,60
30,60
40,60
50,60
60,60
70,60
80,60
90,60
100,60
110,60
120,60
130,60
140,60
150,60
160,60
170,60
180,60
190,60
200,60
210,60
220,60
230,60
240,60
250,60
260,60
270,60
280,60
290,60
300,60
310,60
320,60
330,60
340,60
350,60
360,60
370,60
380,60
390,60
400,60
410,60
420,60
430,60
440,60
450,60
460,60
470,59
480,59
490,59
500,59
510,59
520,59
530,59
540,59
550,59
560,59
570,59
580,59
590,59
600,59
610,59
620,59
630,59
640,59
650,59
660,59
670,59
680,59
690,59
700,59
710,59
720,59
730,59
740,59
750,59
760,59
770,59
780,59
790,59
800,59
810,59
820,59
830,59
840,59
850,59
860,59
870,59
880,59
890,59
900,59
910,59
920,59
930,59
940,59
950,59
960,59
970,59
980,59
990,59
1000,59
1010,59
1020,59
1030,59
1040,59
1050,59
1060,59
1070,60
1080,60
1090,60
1100,60
1110,60
1120,60
1130,60
1140,60
1150,60
1160,60
1170,60
1180,60
1190,60
1200,60
1210,60
1220,60
1230,60
1240,60
1250,60
1260,60
1270,60
1280,60
1290,60
1300,60
1310,60
1320,60
1330,60
1340,60
1350,60
1360,60
1370,60
1380,60
1390,60
1400,60
1410,60
1420,60
1430,60
1440,60
1450,60
1460,60
1470,60
1480,60
1490,60
1500,60
1510,60
1520,60
1530,60
1540,60
1550,48
1560,48
1570,48
1580,48
1590,48
1600,48
1610,48
1620,48
1630,48
1640,48
1650,48
1660,48
1670,48
1680,48
1690,48
1700,48
1710,48
1720,48
1730,48
1740,48
1750,48
1760,48
1770,48
1780,48
1790,48
1800,48
1810,48
1820,48
1830,48
1840,48
1850,48
1860,48
1870,48
1880,48
1890,48
1900,48
1910,48
1920,48
1930,48
1940,48
1950,48
1960,48
1970,48
1980,48
1990,48
2000,48
2010,48
2020,48
2030,48
2040,48
2050,48
2060,51
2070,51
2080,51
2090,51
2100,51
2110,51
2120,51
2130,51
2140,51
2150,51
2160,51
2170,51
2180,51
2190,51
2200,51
2210,51
2220,51
2230,51
2240,51
2250,51
2260,51
2270,51
2280,51
2290,51
2300,51
2310,51
2320,51
2330,51
2340,51
2350,51
2360,51
